employee_id,age,gender,education_level,department,job_level,experience_years,salary_lpa,training_hours,certifications_count,projects_count,avg_task_delay_days,on_time_delivery_rate,bug_count,code_review_score,qa_defect_density,story_points_completed,billable_hours_ratio,sick_days,unplanned_absences,avg_login_hours,peer_feedback_score,manager_score,kudos_count,promotions_in_2y,salary_percentile_band,manager_tenure,internal_hackathons_participated,overtime_hours_monthly,engagement_score,last_promotion_years_ago,perf_band_next
EMP10124,54,Male,Bachelor,Engineering,Junior,33,20.29,26.9,3,4,8.3,0.465,14,4.34,2.94,41.6,0.914,4,4,8.2,5.0,3.97,10,0,Medium,4.1,2,0.9,38.7,3.4,High
EMP10125,43,Male,Diploma,Engineering,Mid,22,13.95,50.8,1,3,-0.3,0.948,6,4.06,0.63,36.4,0.825,3,1,6.1,4.09,5.0,6,0,Low,3.4,3,17.5,68.8,2.7,High
EMP10126,24,Male,Bachelor,Sales,Junior,0,8.68,21.7,2,1,4.2,0.933,12,4.76,2.45,64.4,0.821,3,1,8.6,4.39,2.41,6,0,Medium,4.9,1,0.0,75.6,2.1,Low
EMP10127,50,Male,Master,Engineering,Senior,25,26.26,27.7,1,8,2.4,0.907,9,3.72,0.74,63.9,0.927,6,3,8.8,3.2,3.33,6,1,High,3.4,1,12.7,62.6,5.4,High
EMP10128,43,Male,Diploma,Finance,Senior,21,17.81,28.5,2,8,3.4,0.78,13,3.27,3.13,67.3,0.796,6,0,6.2,3.13,2.97,8,0,Low,0.0,0,40.0,58.1,2.1,Low
EMP10129,45,Female,Bachelor,Support,Lead,24,19.27,18.7,2,5,1.9,0.746,14,3.39,2.29,45.4,0.714,3,2,8.3,4.39,3.9,11,0,Low,6.5,1,17.7,53.1,1.6,Low
EMP10130,43,Male,Master,Sales,Junior,21,14.32,56.3,1,3,9.6,0.901,11,3.63,2.67,69.5,0.712,2,3,7.8,2.58,4.71,14,0,Low,5.0,1,10.2,64.4,0.9,High
EMP10131,42,Male,Bachelor,Support,Lead,17,22.14,20.6,3,7,3.9,0.842,10,2.94,1.17,71.5,0.639,1,1,9.9,3.89,4.08,13,0,Medium,3.8,1,20.1,53.3,2.9,Medium
EMP10132,24,Male,Master,Engineering,Junior,3,6.85,25.4,4,6,4.9,0.763,8,3.27,3.76,90.6,0.955,3,3,9.7,4.66,3.55,11,0,Low,2.4,2,14.5,53.2,2.7,Low
EMP10133,42,Male,Master,Engineering,Mid,17,17.58,60.6,1,3,4.9,0.899,12,2.9,3.6,69.1,0.537,5,0,9.1,4.23,4.08,6,0,Medium,1.3,0,3.8,62.8,4.3,Medium
EMP10134,52,Male,Master,Marketing,Senior,29,26.2,27.7,0,10,-0.1,0.758,13,3.94,2.19,51.8,0.424,4,0,9.6,4.22,3.5,11,0,Medium,5.0,3,0.0,98.3,0.8,High
EMP10135,32,Female,Diploma,Marketing,Junior,11,10.92,34.6,2,7,4.4,0.772,10,3.95,2.86,35.4,0.746,10,3,7.7,3.77,3.84,7,0,Medium,8.0,3,14.9,100.0,0.0,Low
EMP10136,44,Male,Bachelor,Support,Junior,18,20.93,19.8,3,5,8.2,0.961,15,2.46,1.53,31.3,0.748,1,1,8.4,3.55,4.13,6,1,High,4.9,4,13.1,87.7,0.0,Low
EMP10137,22,Male,Bachelor,Engineering,Junior,0,6.76,53.0,1,4,9.9,0.843,12,3.24,0.66,72.1,0.809,8,2,7.8,5.0,4.93,15,0,Medium,1.5,0,12.5,79.7,3.8,High
EMP10138,34,Male,Bachelor,Marketing,Mid,9,11.72,53.2,1,7,-0.6,0.677,15,4.98,2.52,82.5,0.963,2,3,6.9,4.54,4.01,8,0,Low,5.0,0,23.4,40.9,4.9,High
EMP10139,38,Male,Diploma,HR,Senior,17,20.45,51.3,1,4,-2.1,0.656,17,4.14,0.97,45.4,0.831,6,1,8.2,4.31,3.85,4,0,High,4.4,1,28.9,100.0,4.7,High
EMP10140,59,Male,Bachelor,HR,Junior,35,20.97,47.7,3,2,4.2,0.913,11,4.02,2.98,70.6,0.84,4,5,8.0,3.82,5.0,9,1,Medium,6.4,2,22.4,75.9,2.1,High
EMP10141,29,Male,Bachelor,Engineering,Junior,5,12.58,39.3,2,7,8.4,0.685,12,3.24,2.74,61.2,0.916,1,2,7.9,3.45,2.33,9,0,High,5.8,2,11.8,53.5,3.2,Low
EMP10142,31,Female,Bachelor,Support,Mid,7,13.15,28.6,2,9,5.4,0.922,10,3.9,2.01,80.8,0.781,9,5,8.0,4.45,3.64,12,0,High,0.0,0,16.5,100.0,0.0,Low
EMP10143,36,Male,Bachelor,Engineering,Junior,15,12.43,23.3,3,7,6.7,0.763,10,3.69,1.96,84.1,0.853,7,3,8.2,3.62,3.18,14,0,Low,5.7,2,26.3,68.5,5.9,Low
EMP10144,59,Female,Master,Support,Senior,35,23.57,61.2,2,5,-1.4,0.522,9,3.14,2.69,15.1,0.655,3,1,9.2,3.85,3.53,7,0,Low,2.3,1,24.1,82.5,5.1,High
EMP10145,54,Male,PhD,Finance,Lead,28,25.77,51.8,3,4,1.7,0.85,16,3.35,2.05,87.7,0.646,3,3,7.4,4.17,4.12,9,0,Medium,1.4,2,21.1,65.3,4.6,High
EMP10146,22,Male,Bachelor,Marketing,Senior,0,7.25,25.5,1,7,-4.8,0.815,16,3.37,1.44,70.5,0.829,7,0,6.6,3.93,4.39,9,0,Low,4.1,0,10.5,78.5,1.4,Medium
EMP10147,30,Male,PhD,Marketing,Senior,8,17.53,38.7,2,7,3.4,0.784,10,2.66,0.44,53.3,0.759,5,1,8.9,4.73,3.34,9,0,Medium,5.4,1,26.4,80.3,2.3,Medium
EMP10148,53,Female,Diploma,Support,Mid,27,21.47,32.6,3,2,-4.7,0.907,11,2.77,2.66,53.9,0.923,6,1,9.1,3.01,4.17,16,1,High,0.9,1,29.5,82.9,2.7,Medium
EMP10149,23,Female,PhD,Engineering,Senior,0,13.76,17.7,2,5,9.3,0.496,9,3.56,2.13,65.7,0.691,5,1,8.5,3.84,3.07,11,0,Medium,6.1,2,24.2,89.3,6.1,Low
EMP10150,54,Male,PhD,Engineering,Junior,33,19.84,41.2,4,5,10.2,0.868,12,3.11,4.28,53.9,0.72,7,4,6.7,5.0,2.8,11,0,Low,6.2,5,45.4,72.3,4.8,Medium
EMP10151,31,Male,Diploma,Finance,Junior,10,7.32,30.5,2,4,4.6,0.884,18,3.49,1.71,44.4,0.761,5,2,7.9,4.34,3.75,15,2,Low,4.6,1,23.5,73.1,2.7,Low
EMP10152,56,Male,Master,HR,Senior,30,24.99,20.9,1,7,-2.1,0.83,7,2.58,2.07,49.4,0.382,4,3,8.4,3.68,3.55,9,0,Medium,2.6,0,27.5,69.3,4.1,High
EMP10153,32,Male,PhD,Engineering,Junior,10,19.49,11.4,3,4,5.5,0.811,10,4.26,2.09,42.1,0.667,3,2,6.8,4.28,4.74,6,0,High,2.3,1,22.4,54.3,1.4,Low
EMP10154,37,Female,Master,Engineering,Senior,16,20.0,9.9,2,3,11.4,0.744,17,5.0,2.39,94.6,0.761,6,1,7.2,3.77,5.0,8,0,High,6.8,1,14.7,56.4,0.5,Medium
EMP10155,46,Male,PhD,HR,Senior,23,21.58,31.3,2,5,5.9,0.641,15,4.42,0.93,66.2,0.931,5,1,7.9,4.68,3.27,11,0,Low,1.2,0,4.2,65.4,2.9,Medium
EMP10156,25,Male,Bachelor,Engineering,Lead,1,10.64,36.5,4,4,8.7,0.64,16,4.49,1.73,114.6,0.691,2,2,9.5,4.29,2.43,11,0,Low,6.8,0,8.3,88.9,1.0,High
EMP10157,42,Female,Diploma,Engineering,Mid,18,17.93,22.2,0,3,2.1,0.93,13,4.14,2.54,73.2,0.796,8,2,8.4,3.28,2.74,10,1,High,4.1,5,8.4,77.1,0.0,Medium
EMP10158,40,Male,Master,Support,Mid,16,21.09,49.7,2,7,0.5,0.757,10,3.89,1.5,78.0,0.918,5,1,7.4,3.94,3.12,10,0,High,4.3,2,3.9,68.6,3.1,High
EMP10159,51,Male,Bachelor,HR,Senior,25,18.51,36.8,3,8,3.7,0.694,11,3.76,2.51,41.6,0.633,3,2,7.9,4.05,3.85,7,0,Low,0.7,0,13.1,66.0,2.5,Medium
EMP10160,59,Female,Bachelor,Support,Junior,34,17.89,48.4,3,8,-3.7,0.52,13,3.06,1.89,60.2,0.596,4,1,7.3,4.08,3.52,6,1,Low,4.2,0,16.0,52.5,1.2,High
EMP10161,46,Male,Bachelor,Support,Mid,25,18.73,34.7,3,7,13.1,0.703,9,4.18,2.16,66.6,0.898,4,2,7.6,3.99,2.82,4,0,Medium,5.8,1,27.9,56.5,2.3,Low
EMP10162,36,Male,Bachelor,Engineering,Senior,15,15.57,23.8,1,6,4.6,0.676,20,4.14,2.84,51.0,0.72,6,0,9.0,4.14,4.95,6,0,Low,1.6,0,3.9,72.3,3.7,Medium
EMP10163,36,Male,Bachelor,Marketing,Lead,15,18.55,40.1,0,3,7.5,0.725,7,3.38,1.6,54.8,0.5,6,0,5.8,4.05,4.16,7,1,Medium,5.6,1,24.9,70.1,2.6,Medium
EMP10164,37,Female,Master,Finance,Senior,14,14.8,15.3,5,7,2.2,0.904,15,4.07,0.49,74.2,0.746,7,2,9.7,3.37,4.93,3,0,Low,4.7,1,18.7,81.7,3.3,High
EMP10165,52,Male,Diploma,Finance,Junior,29,22.06,47.7,3,4,-2.2,0.586,15,3.21,1.56,74.7,0.787,2,2,10.7,3.53,2.44,6,1,High,3.1,1,19.8,66.8,2.7,High
EMP10166,33,Male,Master,Engineering,Mid,7,12.57,21.1,1,4,9.7,0.972,17,3.26,1.06,35.6,0.932,5,1,8.3,3.65,4.59,17,0,Low,6.4,1,15.0,78.5,6.1,Low
EMP10167,27,Male,Master,Engineering,Mid,4,7.47,54.5,2,5,-0.5,0.802,19,4.24,0.0,71.2,0.845,3,1,7.1,3.86,3.6,7,0,Low,0.0,3,36.9,47.0,5.4,Low
EMP10168,34,Male,Bachelor,Engineering,Junior,13,10.55,31.9,1,4,5.4,0.896,14,4.0,1.7,77.2,0.554,3,4,9.5,3.65,3.43,4,0,Low,5.3,2,8.1,55.8,3.2,Low
EMP10169,21,Female,Bachelor,Finance,Mid,0,7.49,57.1,5,9,5.8,0.817,12,3.54,1.98,52.0,0.716,3,0,8.4,4.46,3.72,9,0,Low,8.1,0,10.4,74.0,1.5,Low
EMP10170,25,Male,Bachelor,Support,Junior,3,9.96,17.8,2,8,4.3,0.921,11,3.46,2.72,49.8,0.916,0,2,7.5,3.22,3.21,11,1,Medium,7.7,2,17.2,70.2,2.0,Low
EMP10171,24,Female,PhD,Finance,Junior,0,5.57,25.8,0,12,0.9,0.888,10,3.82,0.77,74.7,0.876,3,1,6.9,2.76,3.6,12,0,Low,5.4,0,20.0,81.1,0.7,Low
EMP10172,51,Female,Master,Marketing,Mid,26,21.82,44.9,0,2,3.4,0.716,12,2.42,1.88,10.0,0.822,9,0,7.6,4.98,4.36,9,0,Low,3.8,2,18.2,87.6,1.6,Medium
EMP10173,49,Female,Bachelor,Support,Junior,23,17.93,59.1,1,10,0.2,0.787,8,3.17,2.82,65.0,0.53,3,1,8.3,3.31,2.33,7,0,Medium,3.1,3,15.5,88.3,4.2,High
EMP10174,48,Male,Bachelor,Finance,Mid,23,16.73,68.0,2,5,7.2,0.963,7,2.81,1.28,101.0,0.716,3,4,9.2,4.46,4.75,10,0,Medium,3.8,2,21.3,93.8,1.9,High
EMP10175,39,Female,Bachelor,Engineering,Junior,18,15.25,38.7,3,4,6.3,0.828,7,3.71,2.28,10.0,0.629,3,1,8.4,4.17,3.97,11,0,Medium,5.7,0,22.0,97.3,2.7,Low
EMP10176,48,Female,Bachelor,Support,Senior,24,19.47,71.1,6,5,3.9,0.828,8,4.46,3.24,83.1,0.771,2,4,8.6,3.33,3.62,6,0,Low,2.7,0,15.6,64.7,5.1,High
EMP10177,27,Male,PhD,HR,Junior,4,14.78,32.8,6,2,1.7,0.803,10,4.03,0.12,77.0,0.88,7,4,7.7,3.72,4.35,8,0,High,6.2,0,34.4,100.0,4.0,Medium
EMP10178,56,Female,Master,Engineering,Senior,32,31.47,57.8,0,7,12.4,0.62,12,3.34,2.05,33.4,0.834,4,1,9.1,3.63,3.95,7,0,High,9.2,1,20.4,100.0,3.1,High
EMP10179,40,Female,Bachelor,Sales,Junior,15,11.99,21.0,0,6,-1.2,0.784,3,3.21,2.85,76.5,0.79,6,4,7.9,4.01,3.36,9,0,Medium,4.4,2,13.2,50.5,2.8,Medium
EMP10180,57,Male,Master,Support,Mid,33,26.51,45.6,3,5,-2.2,0.969,11,3.17,1.48,87.0,0.843,5,0,10.3,3.34,3.16,8,0,Medium,1.5,1,28.4,61.2,2.6,High
EMP10181,26,Female,Bachelor,Engineering,Mid,4,13.81,0.0,3,3,3.7,0.785,19,5.0,3.05,39.1,0.922,1,2,7.3,3.69,4.75,4,0,High,1.5,1,0.0,75.4,4.7,Low
EMP10182,40,Male,Master,Sales,Junior,14,16.04,17.8,1,4,3.0,0.867,16,3.75,2.37,49.4,0.681,3,3,8.6,3.78,2.66,2,0,High,6.2,2,4.7,73.5,3.5,Low
EMP10183,48,Female,Bachelor,Engineering,Mid,24,25.17,46.4,1,11,8.4,0.971,10,3.84,3.39,65.6,0.617,3,1,10.7,4.46,3.56,5,0,High,4.4,0,14.0,44.7,2.5,High
EMP10184,40,Other,Bachelor,Engineering,Senior,14,16.79,14.4,2,3,6.6,0.678,14,2.22,2.32,86.5,0.79,4,5,9.4,3.55,2.71,4,1,Medium,6.4,2,4.2,55.8,0.7,Low
EMP10185,38,Male,PhD,Engineering,Lead,16,21.75,45.7,0,4,4.1,0.897,16,2.87,3.47,53.1,0.613,4,3,9.0,3.21,4.04,4,0,Medium,3.3,4,24.0,73.3,3.9,Low
EMP10186,27,Female,Bachelor,Marketing,Mid,1,12.54,54.3,1,6,6.0,0.834,13,3.67,2.07,64.1,0.761,2,2,8.5,3.47,3.63,11,1,High,6.3,2,23.7,66.7,3.6,Low
EMP10187,35,Male,Master,Support,Junior,13,14.42,29.0,2,6,5.9,0.783,12,3.35,0.57,50.4,0.712,5,2,8.2,4.02,2.83,15,0,Medium,4.2,2,32.3,79.3,0.2,Medium
EMP10188,30,Female,PhD,Engineering,Senior,7,18.13,20.6,7,7,12.4,0.726,14,3.79,1.23,65.5,0.689,4,0,7.9,2.74,3.09,14,1,Medium,2.9,0,10.2,99.3,2.7,Low
EMP10189,32,Female,Bachelor,Engineering,Mid,6,11.81,29.5,5,10,5.0,0.744,9,3.78,2.72,88.0,0.542,3,3,7.4,4.52,3.73,7,0,Low,3.6,2,21.7,51.3,3.6,Low
EMP10190,47,Male,Diploma,Engineering,Junior,24,15.16,20.6,3,4,1.3,0.688,13,4.12,2.7,67.3,0.546,4,2,6.3,3.81,3.9,7,0,Low,1.9,1,28.8,100.0,2.5,High
EMP10191,45,Male,Master,Engineering,Senior,23,17.62,36.2,1,5,4.8,0.674,10,2.39,1.52,57.1,0.671,6,0,8.9,4.06,2.34,10,0,Low,8.9,0,17.6,98.2,6.3,Medium
EMP10192,44,Male,Bachelor,Sales,Mid,18,16.99,39.8,3,4,-5.0,0.631,11,2.93,3.42,64.3,0.714,5,1,6.3,3.93,3.21,8,1,Low,4.3,1,25.9,44.1,5.7,Medium
EMP10193,35,Male,Diploma,Finance,Senior,9,14.95,32.5,1,5,3.9,0.757,12,3.63,1.48,47.4,0.668,2,2,8.9,3.4,3.81,11,1,Medium,5.9,0,15.0,52.1,0.7,Low
EMP10194,58,Male,Bachelor,Finance,Mid,35,26.6,68.1,1,6,8.4,0.603,15,3.25,2.22,43.1,0.746,0,1,7.7,3.15,4.55,6,0,Medium,3.3,2,29.1,63.9,2.6,High
EMP10195,24,Male,Master,HR,Mid,2,10.75,25.1,2,8,6.4,0.824,21,3.48,2.19,91.5,0.66,4,2,7.0,3.38,4.29,3,1,Medium,2.2,0,8.4,55.7,4.7,Low
EMP10196,34,Male,Bachelor,Sales,Junior,12,12.08,63.0,1,9,5.2,0.884,16,3.78,0.6,101.0,0.533,4,0,9.8,2.9,3.38,10,0,Medium,4.0,0,0.5,78.7,2.8,High
EMP10197,25,Male,Bachelor,Engineering,Senior,4,17.42,19.3,0,5,6.6,0.809,16,3.18,1.7,25.6,0.635,3,2,6.4,4.01,4.4,9,1,High,6.9,1,12.2,79.5,4.3,Low
EMP10198,34,Female,Master,Engineering,Junior,10,12.82,39.3,0,6,8.4,0.747,13,3.83,3.94,77.8,0.793,4,3,7.3,3.7,3.48,13,2,Low,3.4,0,15.1,72.1,1.8,Low
EMP10199,58,Female,Bachelor,Support,Senior,35,27.24,59.3,3,4,9.7,0.984,15,4.08,0.97,83.9,0.694,4,2,7.4,2.88,1.51,11,2,Medium,2.6,2,20.4,75.6,0.2,High
EMP10200,35,Female,Master,Marketing,Senior,9,11.98,58.4,2,6,5.8,0.921,11,3.75,2.36,38.3,0.746,1,1,8.3,3.43,4.71,6,0,Low,4.8,2,20.5,68.0,4.2,Low
EMP10201,56,Male,Bachelor,Support,Senior,34,24.9,30.4,1,5,2.7,0.699,12,4.2,0.76,54.6,0.854,9,4,7.4,4.19,4.02,8,1,Low,5.6,0,8.9,75.9,2.4,High
EMP10202,40,Female,PhD,Support,Junior,16,15.42,48.0,2,5,-5.0,0.789,14,2.18,0.96,52.3,0.902,6,2,9.9,4.58,3.83,6,0,Medium,8.1,0,6.0,98.7,7.6,High
EMP10203,48,Female,Master,Finance,Junior,24,20.02,45.6,3,4,7.9,0.637,15,3.29,0.53,106.8,0.796,4,5,6.5,3.03,3.71,6,1,High,5.3,3,32.3,34.2,4.7,Medium
EMP10204,38,Male,Diploma,Support,Mid,14,11.6,28.3,4,4,6.1,0.929,13,4.32,2.65,101.4,0.864,4,2,12.0,5.0,3.91,12,0,Low,5.9,1,14.6,70.3,1.1,High
EMP10205,31,Male,Master,Sales,Mid,10,13.02,49.1,4,8,4.6,0.96,11,3.09,1.02,44.7,0.644,2,0,6.8,3.22,3.71,11,0,Low,6.1,1,11.2,77.0,4.2,Low
EMP10206,50,Female,Bachelor,Engineering,Lead,27,23.93,71.5,2,5,1.2,0.891,14,3.0,2.94,32.9,0.909,4,2,11.6,2.78,3.5,8,0,Low,2.0,1,19.2,68.5,2.9,Medium
EMP10207,58,Male,Bachelor,Engineering,Mid,34,23.78,46.5,2,7,7.9,0.804,11,3.61,1.32,82.0,0.537,5,2,9.4,4.85,3.24,10,0,Medium,2.4,2,6.3,74.7,3.9,High
EMP10208,31,Female,Bachelor,Engineering,Senior,8,11.64,48.2,5,5,3.0,0.573,14,3.69,1.92,77.0,0.86,7,5,8.0,3.18,3.75,7,0,Low,2.1,1,8.9,88.0,1.7,Medium
EMP10209,51,Other,Master,Engineering,Junior,25,16.4,50.1,4,6,3.9,0.939,24,3.33,2.17,92.4,0.969,6,1,8.4,4.71,3.08,8,0,Low,1.6,2,23.9,62.3,3.6,High
EMP10210,31,Male,Diploma,HR,Mid,7,13.78,11.7,1,6,3.8,0.854,9,4.99,0.34,41.7,0.866,3,0,7.6,3.4,2.9,13,0,Medium,6.3,1,5.9,100.0,4.9,Low
EMP10211,48,Male,Bachelor,Marketing,Junior,25,19.96,46.3,3,7,5.8,0.792,9,3.9,1.98,80.9,0.877,3,2,8.5,3.62,3.89,8,0,Medium,5.1,1,2.7,47.7,4.5,High
EMP10212,51,Other,Bachelor,Marketing,Senior,30,25.55,19.7,3,7,-0.6,0.55,9,3.07,2.11,48.9,0.979,5,1,7.2,3.02,4.39,8,0,Medium,4.7,2,12.4,79.3,5.0,Medium
EMP10213,38,Female,Bachelor,Finance,Junior,16,17.69,27.4,1,4,6.3,0.612,10,2.69,2.83,78.7,0.72,2,5,9.0,4.57,3.14,7,0,High,0.0,1,18.6,69.8,8.6,Low
EMP10214,49,Male,Bachelor,Engineering,Junior,26,20.93,76.9,3,5,1.1,0.935,14,3.98,0.94,64.2,0.808,7,4,8.3,4.48,3.26,5,1,High,9.0,1,29.7,73.9,2.2,High
EMP10215,31,Female,Bachelor,Marketing,Senior,8,13.46,33.4,2,7,1.3,0.847,12,3.05,1.06,106.8,0.578,3,1,6.9,3.4,2.51,4,0,Low,2.5,0,19.4,81.4,6.2,High
EMP10216,24,Female,Bachelor,HR,Mid,0,5.21,24.7,1,4,7.5,0.751,10,5.0,2.39,74.8,0.884,3,0,8.6,3.76,2.78,12,1,Low,9.0,0,21.2,60.7,3.5,Low
EMP10217,24,Female,Diploma,Engineering,Junior,0,9.22,58.7,2,6,0.0,0.763,8,4.0,3.07,58.1,0.665,2,4,8.5,4.2,2.81,7,0,High,1.3,0,5.8,86.5,2.3,Medium
EMP10218,38,Female,Bachelor,Engineering,Junior,17,11.3,20.9,4,5,7.5,0.837,11,4.09,1.27,68.0,0.582,3,1,7.2,3.52,4.38,11,0,Medium,2.7,4,17.9,99.6,3.0,High
EMP10219,56,Male,Bachelor,HR,Mid,32,21.14,29.9,1,6,4.4,0.726,9,3.87,0.69,62.8,0.861,4,1,7.6,4.62,2.48,7,0,Medium,0.0,2,4.8,65.7,4.6,High
EMP10220,25,Male,Master,Engineering,Mid,2,8.3,60.5,3,7,-2.6,0.647,15,4.49,1.51,39.6,0.902,5,2,8.7,3.74,4.02,15,1,Medium,5.3,2,25.2,62.2,2.3,Medium
EMP10221,38,Female,Diploma,Marketing,Junior,17,18.97,38.8,3,6,9.5,0.784,15,2.02,0.89,107.3,0.764,3,0,9.4,3.49,3.51,8,0,High,2.1,1,17.1,89.0,0.0,High
EMP10222,48,Male,Diploma,Marketing,Mid,24,21.56,9.9,1,8,5.2,0.858,12,2.86,2.16,100.2,0.767,3,4,7.9,2.85,4.12,9,0,High,2.1,1,15.5,84.7,4.5,Medium
EMP10223,28,Female,Bachelor,Finance,Junior,4,3.97,47.8,2,8,5.6,0.538,12,4.42,0.83,61.1,0.859,5,0,9.2,3.02,4.52,9,1,Low,1.5,1,21.1,46.5,3.4,Low
EMP10224,49,Female,Bachelor,Engineering,Mid,28,22.96,30.9,3,6,8.0,0.616,16,4.75,2.68,80.4,0.927,3,4,9.5,4.15,3.68,8,0,Low,6.2,1,11.1,78.3,2.1,High
EMP10225,32,Male,Bachelor,Marketing,Mid,9,12.09,65.7,2,5,10.0,0.924,16,2.84,1.99,110.1,0.434,4,2,9.7,3.94,4.49,7,0,Medium,6.1,0,11.1,81.6,0.7,High
EMP10226,52,Female,Master,Finance,Junior,27,18.24,27.1,1,5,4.8,0.801,12,2.43,2.7,92.2,0.703,5,2,8.6,4.29,4.78,6,0,Low,8.5,2,6.5,69.2,3.7,Medium
EMP10227,43,Male,Bachelor,Engineering,Junior,21,17.98,56.9,6,9,6.5,0.767,13,3.82,0.0,58.2,0.875,4,0,7.0,3.46,4.64,8,0,High,3.0,1,33.8,92.5,5.3,High
EMP10228,42,Female,Bachelor,Finance,Junior,19,13.94,70.0,2,3,5.5,0.878,15,4.04,0.22,63.1,0.639,4,3,9.2,2.82,3.23,8,0,Low,5.0,1,13.7,45.9,1.4,Medium
EMP10229,27,Male,Bachelor,Sales,Junior,6,9.38,22.7,2,7,2.6,0.875,16,3.8,2.96,27.2,0.799,4,3,7.9,3.5,2.32,5,0,Medium,1.7,1,12.8,37.7,3.5,Low
EMP10230,39,Female,Diploma,Sales,Mid,17,14.53,34.5,1,8,-2.3,0.689,6,3.66,1.15,82.0,0.502,2,3,8.7,5.0,3.61,10,1,Medium,3.8,0,22.9,86.0,7.0,High
EMP10231,54,Female,Bachelor,Engineering,Lead,28,26.3,45.0,1,3,4.9,0.67,11,2.4,0.48,92.3,0.804,1,3,7.3,3.22,3.82,8,0,High,3.4,0,16.1,57.8,4.7,High
EMP10232,21,Male,Bachelor,Sales,Senior,0,10.14,22.6,1,4,9.5,0.875,16,3.44,1.62,92.5,0.726,4,0,7.4,3.78,2.33,10,0,Medium,5.5,1,0.0,69.5,3.0,Low
EMP10233,50,Female,Bachelor,Engineering,Mid,28,20.29,42.9,3,6,6.3,0.887,11,3.54,2.02,80.4,0.73,4,2,7.3,2.35,3.74,14,0,Medium,6.7,1,36.2,53.0,2.8,Medium
EMP10234,40,Female,Diploma,Engineering,Mid,17,13.01,34.0,3,6,-0.3,0.827,7,3.32,1.66,72.8,0.755,6,2,6.5,3.49,1.9,5,0,Medium,6.7,0,11.2,82.8,2.2,High
EMP10235,49,Female,Master,Engineering,Mid,27,26.55,33.6,3,6,8.4,0.691,16,2.36,2.22,43.0,0.682,5,4,7.4,3.55,4.78,10,0,High,2.6,2,7.6,75.1,3.1,Medium
EMP10236,46,Female,PhD,Support,Senior,23,22.52,38.9,0,7,2.8,0.553,18,4.11,2.1,72.0,0.831,5,4,6.9,4.0,4.03,10,0,Low,6.7,0,14.4,68.0,2.3,Medium
EMP10237,37,Other,Diploma,Engineering,Junior,16,11.68,39.3,0,9,-4.4,0.889,9,4.31,2.05,51.1,0.856,2,1,8.8,3.61,3.13,12,0,Medium,4.4,2,10.8,51.5,2.5,Medium
EMP10238,33,Male,Bachelor,HR,Junior,9,7.63,40.9,4,5,8.1,0.792,12,3.14,3.01,76.6,0.672,8,4,6.8,2.89,3.79,9,1,Medium,3.8,1,11.0,67.6,2.8,Low
EMP10239,45,Female,Master,HR,Mid,21,23.29,27.2,2,3,0.2,0.858,8,3.57,1.79,48.2,0.878,2,1,7.3,3.4,3.88,8,1,High,2.9,2,17.2,75.0,0.1,High
EMP10240,26,Male,Bachelor,Support,Junior,2,7.83,28.0,1,5,11.1,0.554,13,3.35,1.76,76.4,0.506,1,3,8.1,3.68,4.04,3,0,Medium,3.3,1,0.0,62.0,2.8,Low
EMP10241,43,Female,Master,Sales,Mid,20,20.8,35.9,5,3,8.6,0.779,11,3.36,2.52,94.1,0.847,4,1,10.3,3.2,3.75,5,1,High,8.3,3,23.3,62.5,7.9,Medium
EMP10242,24,Female,Bachelor,Support,Senior,2,12.01,37.2,3,4,3.1,0.71,10,4.05,2.3,73.3,0.742,11,2,7.3,3.29,4.36,6,1,Medium,5.2,1,25.5,70.2,0.6,Low
EMP10243,46,Male,PhD,Engineering,Lead,24,18.66,30.1,1,4,5.8,0.953,10,4.06,0.99,72.2,0.496,4,3,6.4,4.4,2.81,9,0,Low,4.9,0,0.0,80.1,5.8,High
EMP10244,45,Male,PhD,Engineering,Junior,23,21.86,43.8,4,4,13.7,0.737,12,4.45,1.72,85.1,0.686,5,1,6.5,3.43,3.61,8,1,High,3.9,1,20.6,76.4,5.0,High
EMP10245,24,Female,Diploma,Sales,Mid,1,5.72,5.3,0,4,8.0,0.84,15,4.44,2.19,103.9,0.693,4,3,7.1,4.06,4.95,8,0,Low,9.9,1,7.4,87.6,4.3,Medium
EMP10246,50,Male,Bachelor,HR,Mid,27,26.34,24.9,1,7,5.0,0.922,7,3.58,1.27,62.6,0.792,3,1,7.3,3.69,3.45,8,1,High,7.4,0,11.6,68.7,2.1,High
EMP10247,37,Female,Bachelor,Marketing,Mid,12,14.98,33.0,2,6,15.6,0.562,11,5.0,1.31,76.5,0.841,7,2,10.9,3.06,3.87,8,0,Medium,2.9,0,19.5,85.2,4.8,Low
EMP10248,51,Male,Bachelor,Support,Mid,30,22.84,22.6,3,9,4.5,0.659,15,4.78,0.55,98.2,0.639,4,3,9.3,3.6,3.0,3,1,Medium,3.9,2,24.7,52.5,6.4,High
EMP10249,22,Female,Bachelor,Sales,Junior,0,12.65,67.3,3,11,6.3,0.957,6,3.24,0.0,79.7,0.607,6,0,7.7,3.97,5.0,9,0,High,4.0,3,19.3,76.0,5.1,High
EMP10250,27,Male,PhD,Support,Senior,1,15.26,38.3,3,9,0.3,0.778,14,3.79,1.46,20.9,0.76,6,3,10.3,4.84,3.9,11,0,High,4.8,0,2.1,75.2,3.6,Low
